Day, Price Index, Inflows, Outflows,30-day price change,30-day sum of inflows,30-day sum of outflows,Inflows - Outflows
40,9.102342,41.95205,1.0179044,0.113238,1153.31279,29.81282998,1123.49996
41,9.071144,44.854206,1.0300796,-0.001844,1145.471279,29.79104508,1115.680234
42,9.254853,46.27212,1.0743239,0.328016,1141.015329,30.13986643,1110.875463
43,9.552674,48.630596,0.8998825,0.410357,1155.166175,29.33440433,1125.831771
44,9.178938,46.80737,1.3414613,0.066895,1162.962997,29.68369917,1133.279298
45,9.3482485,48.22936,1.3127205,0.365057,1176.308305,29.96839127,1146.339914
46,9.704373,53.570026,1.2897391,0.969125,1189.628857,30.80352297,1158.825334
47,9.919532,50.023293,1.122026,1.175332,1198.679715,30.52306477,1168.15665
48,9.939872,50.66697,1.5134879,1.140881,1209.583749,30.78916487,1178.794584
49,10.0234785,54.821487,1.4596281,1.365077,1224.007696,31.21710737,1192.790589
50,10.139888,55.462196,1.4140754,1.546002,1241.954835,31.67441657,1210.280418
51,10.278408,57.590034,1.4376379,1.789787,1263.998246,31.94086447,1232.057382
52,10.521441,58.01865,1.6912833,2.062193,1292.080542,32.65323007,1259.427312
53,10.832114,60.01582,1.5649401,2.454638,1322.463715,33.41447527,1289.04924
54,10.989026,62.47305,1.4618621,2.745979,1358.64248,34.25587687,1324.386603
55,11.129337,66.33963,1.2183791,2.869349,1394.854869,34.44612047,1360.408749
56,11.299257,67.66094,1.5941035,2.992029,1428.779669,35.18611433,1393.593555
57,11.583743,72.11144,1.6232052,3.232941,1467.006269,36.02746889,1430.9788
58,11.99029,73.60789,1.4382588,3.693659,1508.474869,36.68894609,1471.785923
59,12.083781,76.29275,1.4253201,3.690475,1550.004839,37.09709259,1512.907746
60,12.825577,76.741844,1.7882638,4.271866,1582.470233,37.97571143,1544.494522
61,13.029031,79.69446,1.7695287,4.593819,1619.396718,38.85530189,1580.541416
62,13.5340185,83.82148,1.7296412,5.1846695,1666.194741,39.74593629,1626.448805
63,13.870021,87.02293,1.4965938,4.9708425,1718.901188,40.19349669,1678.707691
64,14.23411,90.40125,2.1046848,5.7288705,1775.716458,41.27334539,1734.443113
65,14.737193,92.772224,2.0997405,5.918362,1835.659035,42.50960634,1793.149429
66,15.042288,95.64854,2.1558723,6.355018,1896.193401,43.9360091,1852.257392
67,15.917412,99.42834,1.9329026,7.062261,1959.420344,44.813583,1914.606761
68,16.100227,102.35209,2.7469141,7.212405,2022.300239,46.4948443,1975.805395
69,16.602076,105.93479,2.7823522,7.787522,2090.908926,48.2504916,2042.658434
70,17.348438,108.04189,2.8218775,8.246096,2157.259716,50.3586903,2106.901026
71,17.73054,111.82173,2.8118632,8.659396,2227.129396,52.1526491,2174.976747
72,18.494785,115.682556,3.7408016,9.239932,2297.957746,54.8633711,2243.094375
73,19.24301,121.116066,3.6739693,9.690336,2372.801692,57.4630165,2315.338676
74,20.421581,123.027824,3.642597,11.242643,2447.19892,60.205731,2386.993189
75,21.529768,125.58162,3.7285404,12.1815195,2525.97317,62.5928101,2463.38036
76,22.678087,126.69055,5.0116982,12.973714,2604.43436,66.2917878,2538.142572
77,23.42655,130.4718,4.82066,13.507018,2681.336134,69.8227087,2611.513425
78,24.308413,134.69559,4.852493,14.368541,2766.008431,73.5531757,2692.455255
79,25.316696,138.72629,4.93108,15.2932175,2854.067751,76.9707678,2777.096983
80,25.872368,139.90503,6.2108965,15.73248,2939.151294,81.7220362,2857.429258
81,27.435356,143.09671,6.279024,17.156948,3026.785808,86.5869848,2940.198823
82,29.61508,144.93535,6.4823503,19.093639,3114.131124,91.6316972,3022.499427
83,30.594557,147.19789,6.4303083,19.762443,3203.310364,96.3707222,3106.939642
84,31.707052,148.20825,7.994288,20.718026,3291.502794,102.8000701,3188.702724
85,33.190277,151.18436,8.028738,22.06094,3380.214104,109.366946,3270.847158
86,34.612354,152.036,8.133232,23.313097,3465.910474,116.2817989,3349.628675
87,36.33417,155.33672,8.285408,24.750427,3553.586254,122.9731034,3430.613151
88,37.852303,153.9804,10.699192,25.862013,3635.455214,132.0490902,3503.406124
89,39.50191,156.7639,10.682075,27.418129,3718.611224,141.2929064,3577.318318
90,41.219067,156.12943,10.28439,28.39349,3798.447904,150.1519763,3648.295928
91,43.273563,158.28542,10.367051,30.244532,3879.99148,158.7307635,3721.260717
92,43.90522,156.13799,13.057215,30.3712015,3956.43501,170.0184498,3786.41656
93,47.11291,157.38202,13.1879,33.242889,4029.99555,181.4767086,3848.518841
94,47.784428,156.73944,13.280932,33.550318,4099.71206,193.2610468,3906.451013
95,50.752373,158.12071,13.329607,36.01518,4167.43152,204.485969,3962.945551
96,52.956955,156.01819,17.698881,37.914667,4230.677486,220.0851095,4010.592377
97,55.675224,157.17586,17.613935,39.757812,4292.204806,235.5431722,4056.661634
98,56.254192,155.842,17.429695,40.153965,4348.618466,251.0399646,4097.578501
99,59.712543,157.21085,17.706755,43.110467,4403.477226,265.9998055,4137.477421
100,60.26923,154.6313,22.316618,42.920792,4452.173736,285.5340713,4166.639665
101,62.72413,156.1186,22.358772,44.99359,4500.250446,305.0709658,4195.17948
102,64.379,154.64282,22.302364,45.884215,4543.071536,324.5614666,4218.510069
103,65.09505,155.8365,22.58883,45.85204,4583.22548,343.409495,4239.815985
104,66.44397,155.01479,26.628325,46.022389,4617.124204,366.3638507,4250.760353
105,69.5259,156.58017,27.09505,47.996132,4650.67655,389.8163037,4260.860246
106,71.39969,155.64322,27.059128,48.721603,4680.73815,413.1468913,4267.591259
107,72.415306,156.95088,26.816504,48.988756,4710.99848,434.9516971,4276.046783
108,74.33019,156.21454,32.303864,50.021777,4736.74122,462.4349011,4274.306319
109,77.41233,157.3195,31.50702,52.095634,4759.36513,489.0894281,4270.275702
110,78.51564,156.62404,31.329346,52.643272,4777.26288,515.4876941,4261.775186
111,78.688324,158.10954,31.367804,51.252968,4795.46739,540.6446016,4254.822788
112,80.82528,157.85973,35.878704,51.2102,4810.23041,570.2442816,4239.986128
113,83.338715,157.5519,36.598705,52.744158,4822.84696,600.3606363,4222.486324
114,85.7342,158.97112,36.827106,54.027148,4834.62019,630.757434,4203.862756
115,90.469986,159.24387,36.60216,57.279709,4845.65581,659.365306,4186.290504
116,89.79676,160.18752,42.91172,55.184406,4854.65897,694.248288,4160.410682
117,90.0238,159.90024,43.761177,53.68963,4862.52321,729.876233,4132.646977
118,91.91355,161.2487,42.41688,54.061247,4868.43519,764.007705,4104.427485
119,91.27606,160.67978,41.513065,51.77415,4875.13457,794.821578,4080.312992
120,92.55016,161.82083,46.544285,51.331093,4880.1915,830.683788,4049.507712
121,95.411,162.01825,47.704628,52.137437,4886.08032,868.104026,4017.976294
122,98.98925,163.43861,47.631268,55.08403,4891.23351,905.368243,3985.865267
123,98.23114,163.65424,45.818047,51.11823,4898.74976,938.129075,3960.620685
124,100.07991,164.66641,54.57689,52.295482,4906.03415,979.518065,3926.516085
125,102.55457,164.81679,53.18275,51.802197,4914.1115,1019.419883,3894.691617
126,103.88625,164.57112,52.23474,50.929295,4920.56191,1058.325016,3862.236894
127,103.14995,166.70644,50.827686,47.474726,4931.25016,1091.453821,3839.796339
128,105.94602,166.75493,59.532444,49.691828,4940.82923,1133.37233,3807.4569
129,107.318306,168.44789,58.475456,47.605763,4953.43512,1174.418091,3779.017029
130,109.39454,168.57385,59.422256,49.12531,4964.79812,1216.133592,3748.664528
131,110.47314,170.69008,57.56745,47.74901,4980.8569,1251.384424,3729.472476
132,113.67922,170.42978,68.78772,49.30022,4995.16808,1297.813372,3697.354708
133,113.750465,170.96156,68.62917,48.655415,5011.48682,1344.140178,3667.346642
134,116.99789,172.59601,66.3037,50.55392,5028.24633,1387.855048,3640.391282
135,119.35253,172.95712,63.840508,49.82663,5046.18866,1425.067231,3621.121429
136,117.34442,175.11526,74.9083,45.94473,5064.72375,1472.880481,3591.843269
137,120.95193,175.35704,74.69794,48.536624,5084.43757,1520.519293,3563.918277
138,123.59854,175.07932,74.0333,49.26835,5102.56601,1567.736089,3534.829921
139,121.01539,176.77744,72.76855,43.60306,5123.12891,1608.200775,3514.928135
140,120.92185,176.74918,81.13007,42.40621,5142.55859,1657.823825,3484.734765
141,123.456665,176.74763,82.687454,44.768341,5162.68218,1709.181933,3453.500247
142,125.94763,177.85448,80.64339,45.12235,5182.42712,1758.457519,3423.969601
143,127.556335,177.99388,79.17947,44.21762,5202.56127,1801.758285,3400.802985
144,127.77655,178.26602,89.99468,42.04235,5223.27539,1855.15426,3368.12113
145,128.53018,180.06473,87.98816,38.060194,5244.369,1906.315314,3338.053686
146,128.45483,180.1575,86.58592,38.65807,5265.28263,1956.299074,3308.983556
147,129.21811,180.46901,83.251755,39.19431,5285.56412,1996.639109,3288.925011
148,128.25377,182.13794,97.8438,36.34022,5307.80182,2050.721732,3257.080088
149,127.18074,182.34572,95.464386,35.90468,5328.89884,2103.769238,3225.129602
150,130.09589,182.84476,95.910866,37.54573,5351.06382,2158.167039,3192.896781
151,129.3275,183.7052,91.41793,33.9165,5372.94819,2203.040684,3169.907506
152,127.45241,183.47205,106.184654,28.46316,5394.40199,2261.52071,3132.88128
153,127.48187,183.44252,103.76802,29.25073,5414.4059,2317.657462,3096.748438
154,126.70505,185.34172,100.2418,26.62514,5436.09338,2372.081215,3064.012165
155,125.736115,185.87611,97.92761,23.181545,5457.30308,2415.431935,3041.871145
156,126.33423,186.09882,114.78429,22.44798,5478.58511,2477.033475,3001.551635
157,125.07652,186.23547,109.51731,21.92657,5500.24946,2534.316045,2965.933415
158,124.64501,188.66669,108.79441,18.69899,5522.20971,2592.282769,2929.926941
159,125.22091,188.99583,104.08676,17.902604,5544.45061,2636.837085,2907.613525
160,123.41749,189.42982,121.30012,14.02295,5565.43254,2699.661749,2865.770791
161,123.709946,189.89714,117.78422,13.236806,5586.75583,2758.023713,2828.732117
162,123.37414,191.99995,117.545044,9.69492,5608.0657,2818.001307,2790.064393
163,122.29021,192.36513,113.038734,8.539745,5630.00105,2862.252321,2767.748729
164,123.649734,192.82202,130.986,6.651844,5651.86151,2924.609151,2727.252359
165,120.823875,193.41026,129.64207,1.471345,5672.67576,2987.947521,2684.728239
166,120.09836,193.70656,125.24434,2.75394,5693.4252,3049.351353,2644.073847
167,119.542175,195.40016,121.821526,-1.409755,5713.7101,3096.264579,2617.445521
168,117.679794,196.06264,135.76778,-5.918746,5734.4157,3157.334419,2577.081281
169,117.588196,196.61354,133.21,-3.427194,5755.94992,3216.511119,2539.438801
170,116.97982,197.17305,131.21793,-3.94203,5776.34553,3274.960499,2501.385031
171,118.410225,198.19621,128.85387,-5.04644,5797.79256,3322.684299,2475.108261
172,115.97453,199.09059,146.23547,-9.9731,5820.13552,3386.232315,2433.903205
173,115.16244,199.53577,143.36726,-12.393895,5841.81681,3448.956185,2392.860625
174,115.39828,201.90758,140.96478,-12.37827,5865.73051,3510.741495,2354.989015
175,114.18335,202.49396,138.1867,-14.34683,5889.95845,3558.933515,2331.024935
176,112.60264,203.21057,150.98189,-15.85219,5913.10429,3621.927245,2291.177045
177,110.49496,203.7669,150.40277,-18.72315,5936.71369,3685.744095,2250.969595
178,111.96595,204.45319,145.87138,-16.28782,5960.69787,3748.36372,2212.33415
179,111.58217,205.24364,143.56561,-15.59857,5983.80357,3794.08553,2189.71804
180,109.028725,205.76344,166.25804,-21.067165,6007.22129,3864.879184,2142.342106
181,109.856094,206.17319,158.98447,-19.471406,6030.54972,3927.952788,2102.596932
182,108.44361,207.30766,155.7799,-19.0088,6054.15218,3992.314758,2061.837422
183,108.00405,208.0898,151.08546,-19.47782,6078.76993,4037.215564,2041.554366
184,105.85568,208.30081,176.42583,-20.84937,6103.62822,4109.873374,1993.754846
185,104.84846,208.88766,171.00716,-20.887655,6127.17416,4180.638734,1946.535426
186,103.85854,209.95024,169.98912,-22.47569,6151.24829,4252.700244,1898.548046
187,103.07776,210.8257,164.74576,-21.99876,6175.97517,4302.661714,1873.313456
188,101.08705,211.35143,192.66039,-23.55796,6201.09113,4385.804794,1815.286336
189,100.389755,213.5048,184.03369,-24.831155,6225.92924,4461.044074,1764.885166
190,97.25229,212.62979,181.33347,-26.1652,6249.5632,4538.290784,1711.272416
191,97.27219,212.8947,173.71442,-26.437756,6273.02808,4590.705084,1682.322996
192,95.262634,213.59018,198.39693,-28.111506,6296.72112,4671.317794,1625.403326
193,94.192375,214.24274,195.01222,-28.097835,6318.96391,4748.78497,1570.17894
194,92.679596,214.81235,190.8202,-30.970138,6341.41113,4826.566436,1514.844694
195,91.265564,214.8491,182.6763,-29.558311,6363.43821,4878.256736,1485.181474
196,89.978966,215.53401,206.84286,-30.119394,6385.56196,4955.457526,1430.104434
197,88.88481,216.16795,200.51083,-30.657365,6408.02335,5030.724016,1377.299334
198,88.30817,216.87274,194.71497,-29.371624,6429.49593,5103.61746,1325.87847
199,87.12201,217.53621,192.22372,-30.466186,6450.9695,5160.0734,1290.8961
200,86.1158,217.41203,192.92422,-30.86402,6471.76799,5219.78762,1251.98037
201,84.98154,217.89288,196.0068,-33.428685,6492.48782,5284.57649,1207.91133
202,83.093315,218.14459,190.01642,-32.881215,6512.4362,5345.73904,1166.69716
203,82.51955,218.43355,190.25984,-32.64289,6531.77916,5389.76341,1142.01575
204,81.76674,218.3832,191.47432,-33.63154,6550.62659,5437.87047,1112.75612
205,81.23464,216.41768,193.30067,-32.94871,6565.13669,5490.20636,1074.93033
206,80.91753,215.82927,191.39397,-31.68511,6578.472,5543.41363,1035.05837
207,79.55373,216.17563,199.46886,-30.94123,6591.43706,5591.9006,999.53646
208,78.36498,215.94463,200.4447,-33.60097,6603.61479,5641.94253,961.67226
209,76.343575,216.26901,197.71822,-35.238595,6615.43061,5693.78937,921.64124
210,75.50603,215.99158,196.742,-33.522695,6626.17855,5746.96576,879.21279
211,75.057816,215.75629,203.83615,-34.798278,6636.1714,5784.54387,851.62753
212,73.164116,213.67668,195.3467,-35.279494,6643.67489,5820.9061,822.76879
213,72.791374,213.27791,196.73148,-35.212676,6649.64514,5861.85768,787.78746
214,71.59871,213.2851,195.99808,-34.25697,6654.84044,5906.7703,748.07014
215,70.44415,213.20784,189.14546,-34.40431,6659.74747,5919.48993,740.25754
216,69.59071,212.76228,201.91484,-34.26783,6663.62209,5950.39761,713.22448
217,68.44564,211.13828,195.51187,-34.63212,6664.81013,5975.92036,688.88977
218,67.45235,211.3414,193.35304,-33.6347,6665.32583,6004.52764,660.79819
219,66.360374,211.2684,191.21533,-34.029381,6665.2428,6003.08258,662.16022
220,65.594604,211.2592,195.95523,-31.657686,6662.9972,6015.00412,647.99308
221,65.30439,208.64716,192.39856,-31.9678,6659.01457,6026.06921,632.94536
222,64.12935,208.70293,194.95197,-31.133284,6654.8228,6047.30676,607.51604
223,62.93164,208.41544,193.41983,-31.260735,6649.64806,6042.32966,607.3184
224,61.88744,207.83644,189.47581,-30.792156,6643.24176,6036.79325,606.44851
225,60.73542,205.56207,190.41782,-30.530144,6633.99148,6036.39087,597.60061
226,60.047005,205.5998,191.63812,-29.931961,6624.74218,6045.35269,579.38949
227,59.06031,205.66711,191.22238,-29.8245,6614.87528,6029.73221,585.14307
228,58.470882,203.3365,192.37714,-29.837288,6602.04383,6021.59852,580.44531
229,56.4877,203.17714,183.694,-30.63431,6588.34823,6010.57755,577.77068
230,56.02414,202.44412,188.56885,-30.09166,6573.25614,6006.92268,566.33346
231,55.133026,200.17049,182.96074,-29.848514,6556.0146,5996.9592,559.0554
232,54.4321,200.44849,187.35406,-28.661215,6538.57021,5988.30646,550.26375
233,53.4408,200.05855,181.83598,-29.07875,6520.48417,5980.12602,540.35815
234,52.576275,197.94102,169.11966,-29.190465,6499.99164,5958.98584,541.0058
235,52.082287,197.46078,181.19682,-29.152353,6479.06922,5948.70834,530.36088
236,50.92795,197.48375,175.43689,-29.98958,6460.13529,5930.84456,529.29073
237,50.462402,194.67432,179.23782,-29.091328,6438.98034,5918.68841,520.29193
238,49.165726,193.49507,168.86691,-29.199254,6416.29978,5888.08646,528.21332
239,49.061375,193.57079,175.63818,-27.2822,6393.92594,5863.27994,530.646
240,48.173393,190.99283,164.59311,-27.332637,6368.64976,5830.15483,538.49493
241,47.368126,190.77396,166.33466,-27.68969,6343.43214,5799.74749,543.68465
242,47.095978,190.8577,165.68452,-26.068138,6318.53355,5761.59586,556.93769
243,46.49513,188.39015,159.76515,-26.296244,6293.24702,5726.01431,567.23271
244,45.76026,188.16238,161.09813,-25.83845,6268.13149,5690.38096,577.75053
245,45.509075,185.24246,163.47711,-24.935075,6240.08885,5657.85999,582.22886
246,44.56208,185.48514,160.99454,-25.02863,6212.36615,5629.70907,582.65708
247,43.977905,184.66446,159.00188,-24.467735,6184.26833,5586.79611,597.47222
248,42.73259,182.23448,156.02264,-24.71976,6155.36453,5547.30688,608.05765
249,42.607605,181.85426,149.33131,-23.752769,6125.87739,5503.28515,622.59224
250,42.24997,178.7989,150.68657,-23.344634,6093.40789,5462.75639,630.6515
251,42.063694,178.19968,155.54245,-23.240696,6060.34837,5422.34361,638.00476
252,40.666965,175.39302,148.22597,-23.462385,6027.09423,5378.17102,648.92321
253,40.35891,175.09317,155.31775,-22.57273,5993.48447,5338.5368,654.94767
254,39.579437,174.7118,148.84303,-22.308003,5959.78083,5293.96,665.82083
255,38.734245,171.60512,141.5613,-22.001175,5923.54951,5246.04549,677.50402
256,38.948658,170.94577,149.47656,-21.098347,5888.93321,5205.10423,683.82898
257,37.814674,167.37024,138.53566,-21.245636,5850.70365,5152.00177,698.70188
258,37.91823,166.1771,142.07225,-20.552652,5811.21364,5102.85164,708.362
259,37.131405,163.59644,136.80891,-19.356295,5771.47358,5047.28341,724.19017
260,37.04916,162.77188,139.51003,-18.97498,5731.06832,5003.09944,727.96888
261,36.361202,159.70058,134.92886,-18.771824,5688.32478,4949.45945,738.86533
262,36.006058,159.41937,132.11678,-18.426042,5647.57366,4898.61549,748.95817
263,35.891018,155.66724,134.61664,-17.549782,5602.79241,4845.87807,756.91434
264,35.258667,155.00493,133.34755,-17.317608,5557.73879,4797.38964,760.34915
265,34.308075,151.55145,120.52895,-17.774212,5511.34922,4748.79893,762.55029
266,34.946957,151.10648,130.33746,-15.980993,5464.99492,4697.93957,767.05535
267,33.767597,150.51488,123.2311,-16.694805,5418.02605,4645.73378,772.29227
268,33.859497,147.4312,125.88025,-15.306229,5370.78293,4592.37621,778.40672
269,32.78718,146.93976,119.4294,-16.274195,5324.22762,4542.9387,781.28892
270,33.257893,144.11072,122.92811,-14.9155,5274.76755,4490.22863,784.53892
271,32.481216,142.9404,116.18564,-14.88691,5226.71512,4441.82116,784.89396
272,32.33615,140.23431,115.53799,-14.759828,5176.17547,4391.02449,785.15098
273,32.09414,140.17046,115.310455,-14.40099,5125.48823,4340.650425,784.837805
274,32.18485,137.53581,115.01047,-13.57541,5074.63389,4295.895745,778.738145
275,31.417952,137.1409,109.601875,-14.091123,5023.61241,4244.39949,779.21292
276,30.843302,134.46817,110.906334,-13.718778,4972.83812,4191.828714,781.009406
277,31.429012,134.03998,106.12493,-12.548893,4921.39296,4136.959104,784.433856
278,31.04418,131.06006,106.393654,-11.68841,4867.78856,4084.350878,783.437682
279,30.525742,131.24734,106.90752,-12.081863,4816.80142,4035.235758,781.565662
280,30.708212,128.26161,102.79922,-11.541758,4763.20877,3988.703668,774.505102
281,30.17113,128.30002,100.6373,-11.892564,4712.70989,3938.654398,774.055492
282,29.891768,125.90981,87.6917,-10.775197,4660.42002,3870.803648,789.616372
283,29.668188,126.505295,95.220055,-10.690722,4611.532295,3817.797733,793.734562
284,29.958565,123.91691,100.37055,-9.620872,4560.356035,3762.850533,797.505502
285,29.0152,124.3824,92.60479,-9.719045,4510.026635,3706.612293,803.414342
286,29.184559,122.78203,95.950005,-9.764099,4461.203545,3661.000998,800.202547
287,28.139181,123.05847,92.47088,-9.675493,4413.316245,3603.995318,809.320927
288,28.525301,120.527725,88.370575,-9.392929,4366.47373,3553.830233,812.643497
289,28.378334,121.008606,88.516754,-8.753071,4321.305236,3500.274737,821.030499
290,28.584106,118.850975,87.6894,-8.465054,4276.559771,3451.155227,825.404544
291,28.035086,119.350586,85.589355,-8.326116,4233.138477,3397.234552,835.903925
292,28.342493,116.60355,83.55986,-7.663565,4190.041447,3345.865552,844.175895
293,28.008694,117.27808,80.883224,-7.882324,4147.900157,3294.631996,853.268161
294,27.957539,115.252396,84.00174,-7.301128,4107.485313,3244.017096,863.468217
295,27.585442,116.26805,79.885735,-6.722633,4068.748433,3190.555281,878.193152
296,27.407694,114.36882,77.38092,-7.539263,4031.565803,3147.407251,884.158552
297,27.109764,115.31228,79.31394,-6.657833,3995.771603,3096.383731,899.387872
298,27.016571,113.21606,77.07673,-6.842926,3958.472783,3050.229361,908.243422
299,26.889168,113.886826,75.522224,-5.898012,3924.928409,2999.871335,925.057074
300,26.689306,111.71094,76.456184,-6.568587,3889.699589,2956.898119,932.80147
301,26.39258,112.993034,72.32956,-6.088636,3858.581903,2906.299569,952.282334
302,26.280346,110.94088,72.50474,-6.055804,3826.582383,2862.618669,963.963714
303,26.556246,111.41165,70.171295,-5.537894,3797.759723,2817.251974,980.507749
304,26.461206,109.670975,69.68092,-5.723644,3767.260238,2771.622439,995.637799
305,26.324383,110.943245,70.78152,-5.093569,3740.667673,2727.393489,1013.274184
306,25.967384,109.186134,66.65238,-4.875918,3712.712907,2684.443994,1028.268913
307,25.851011,110.59433,68.62648,-5.578001,3688.839067,2642.16414,1046.674927
308,26.03464,109.28987,69.3375,-5.00954,3664.088957,2605.37671,1058.712247
309,26.142822,110.75098,65.35398,-4.38292,3643.779877,2564.337036,1079.442841
310,26.113352,111.64134,63.611694,-4.59486,3624.173877,2521.04121,1103.132667
311,25.715206,109.678635,65.232025,-4.455924,3605.590902,2483.474015,1122.116887
312,25.935091,111.323975,62.62068,-3.956677,3588.614857,2445.457395,1143.157462
313,25.869265,109.3174,62.903404,-3.798923,3572.022447,2420.669099,1151.353348
314,25.84677,110.80613,63.50636,-4.111795,3556.323282,2388.955404,1167.367878
315,26.008205,108.944405,61.363823,-3.006995,3541.350777,2349.948677,1191.4021
316,26.091545,110.602264,60.490623,-3.093014,3527.570641,2317.83451,1209.736131
317,26.075315,112.01455,62.5047,-2.063866,3516.803161,2284.389205,1232.413956
318,26.238178,110.50247,60.889874,-2.287123,3504.247161,2252.808199,1251.438962
319,26.26122,112.50603,60.70551,-2.117114,3496.225466,2225.143134,1271.082332
320,26.124043,111.025665,61.733433,-2.460063,3486.242525,2198.359813,1287.882712
321,25.706514,112.93447,60.62083,-2.328572,3480.32602,2171.291243,1309.034777
322,26.029423,111.98211,60.30362,-2.31307,3472.957544,2146.005508,1326.952036
323,26.013111,114.33534,61.616745,-1.995583,3470.689334,2124.062393,1346.626941
324,26.23862,116.39522,61.107876,-1.718919,3469.806474,2104.287045,1365.519429
325,26.226229,115.012024,58.99304,-1.359213,3469.566102,2079.278345,1390.287757
326,26.664635,116.61226,60.667854,-0.743059,3469.910312,2060.060464,1409.849848
327,26.917603,118.61162,60.156647,-0.192161,3474.153112,2042.836191,1431.316921
328,26.880875,117.01286,59.589516,-0.135696,3475.853692,2023.111767,1452.741925
329,27.375723,119.275215,63.578186,0.486555,3481.912847,2009.613223,1472.299624
330,26.81568,117.427185,59.70406,0.126374,3485.453206,1993.795059,1491.658147
331,27.479616,119.89128,62.86244,1.087036,3493.633546,1980.201315,1513.432231
332,27.545988,122.0971,60.899815,1.265642,3502.737612,1968.77157,1533.966042
333,27.6459,120.386284,62.903446,1.089654,3512.183016,1959.170276,1553.01274
334,27.330128,122.751915,61.616425,0.868922,3523.523281,1950.615406,1572.907875
335,27.168211,125.561165,64.14981,0.843828,3539.413471,1945.084296,1594.329175
336,27.699453,124.1936,61.365944,1.732069,3552.663826,1935.66872,1616.995106
337,27.738634,126.43975,63.37168,1.887623,3569.917442,1932.38802,1637.529422
338,27.659817,128.63376,65.52701,1.625177,3587.956872,1929.28855,1658.668322
339,28.126768,127.51932,62.771774,1.983946,3606.186322,1922.722824,1683.463498
340,28.243654,129.60347,64.67696,2.130302,3625.038812,1922.045804,1702.993008
341,28.435877,131.74556,64.74215,2.720671,3645.143032,1923.17626,1721.966772
342,28.488932,134.1025,64.68973,2.553841,3669.566897,1922.633965,1746.932932
343,28.637278,132.92923,66.77412,2.768013,3691.172152,1926.787405,1764.384747
344,28.943693,135.64932,66.80244,3.096923,3717.504072,1930.686441,1786.817631
345,29.118444,138.12225,68.32064,3.110239,3744.820192,1935.500721,1809.319471
346,29.028984,140.7901,67.53064,2.937439,3776.665887,1941.667538,1834.998349
347,29.574242,138.8099,70.64667,3.498927,3804.873523,1951.823585,1853.049938
348,29.88849,141.65637,68.37597,3.650312,3834.515343,1957.694855,1876.820488
349,29.805931,144.23093,71.27382,3.544711,3868.243803,1968.078801,1900.165002
350,29.883898,146.73302,70.89166,3.759855,3902.470793,1978.264951,1924.205842
351,30.099335,145.03783,74.62945,4.392821,3936.482958,1991.160968,1945.32199
352,30.530106,147.50203,74.53494,4.500683,3971.050518,2005.075078,1965.97544
353,30.762133,149.90944,72.453156,4.749022,4008.977848,2017.224614,1991.753234
354,30.820274,153.13834,75.26303,4.581654,4047.780848,2030.870899,2016.909949
355,31.062231,155.54811,76.97891,4.836002,4086.933738,2046.741933,2040.191805
356,31.314693,154.44086,76.11832,4.650058,4126.362574,2063.867213,2062.495361
357,31.272686,156.7125,77.98385,4.355083,4166.462814,2081.183209,2085.279605
